#chrom	chromStart	chromEnd	name	strand	uniprotName	geneName	geneSynonyms
chr19	12969660	12973631	Q8N907	+	DAND5_HUMAN	DAND5	CER2; CKTSF1B3; GREM3; SP1
chr19	12995837	13094646	Q14938-1	+	NFIX_HUMAN	NFIX	
chr19	13099321	13101171	P12980	-	LYL1_HUMAN	LYL1	BHLHA18
chr19	13104937	13116399	Q9NXH9-1	-	TRM1_HUMAN	TRMT1	
chr19	13135207	13138403	Q96RE7	+	NACC1_HUMAN	NACC1	BTBD14B; NAC1
chr19	13144412	13150173	O60499-1	-	STX10_HUMAN	STX10	SYN10
chr19	13153186	13153855	Q9BTL4	+	IER2_HUMAN	IER2	ETR101; PIP92
chr19	13207315	13506224	O00555-1	-	CAC1A_HUMAN	CACNA1A	CACH4; CACN3; CACNL1A4
chr19	13751808	13763065	P13994	+	CC130_HUMAN	CCDC130	
chr19	13764588	13772278	Q9BV20-1	+	MTNA_HUMAN	MRI1	MRDI
chr19	13774477	13778195	Q9UNZ5	+	L10K_HUMAN	C19orf53	
chr19	13795648	13831047	Q9H7M6	+	ZSWM4_HUMAN	ZSWIM4	
chr19	13877248	13880500	P60323-1	+	NANO3_HUMAN	NANOS3	NOS3
chr19	13882804	13904892	Q0VDD7-1	-	CS057_HUMAN	C19orf57	
chr19	13906441	13930392	Q6P1N0-1	+	C2D1A_HUMAN	CC2D1A	AKI1
chr19	13932707	13938202	Q6PEZ8-1	-	PONL1_HUMAN	PODNL1	SLRR5B
chr19	13952512	13960992	Q66K64	+	DCA15_HUMAN	DCAF15	C19orf72
chr19	13962697	13993843	P22670	-	RFX1_HUMAN	RFX1	
chr19	14028204	14030945	Q8WXF3	+	REL3_HUMAN	RLN3	INSL7; RXN3; ZINS4
chr19	14031872	14052287	Q6UWB1	+	I27RA_HUMAN	IL27RA	CRL1; TCCR; WSX1
chr19	14053607	14059159	A6NDB9	-	PALM3_HUMAN	PALM3	
chr19	14073309	14074720	Q96FF7	+	MISP3_HUMAN	MISP3	
chr19	14081836	14085627	A6NJJ6	-	CS067_HUMAN	C19orf67	
chr19	14088428	14090964	Q6SPF0	-	SAMD1_HUMAN	SAMD1	
chr19	14093114	14117547	P17612-1	-	KAPCA_HUMAN	PRKACA	PKACA
chr19	14120461	14136456	Q9NVP2	-	ASF1B_HUMAN	ASF1B	
chr19	14150875	14183602	O94910-1	-	AGRL1_HUMAN	ADGRL1	KIAA0821; LEC2; LPHN1
chr19	14381523	14408118	P48960-1	+	CD97_HUMAN	CD97	
chr19	14408938	14413220	O00148-1	-	DX39A_HUMAN	DDX39A	DDX39
chr19	14433521	14471781	Q16512-1	+	PKN1_HUMAN	PKN1	PAK1; PKN; PRK1; PRKCL1
chr19	14472562	14474320	P34995	-	PE2R1_HUMAN	PTGER1	
chr19	14478418	14482976	O14908-1	-	GIPC1_HUMAN	GIPC1	C19orf3; GIPC; RGS19IP1
chr19	14515942	14518349	P25685-1	-	DNJB1_HUMAN	DNAJB1	DNAJ1; HDJ1; HSPF1
chr19	14529696	14565868	Q9NZ01-1	+	TECR_HUMAN	TECR	GPSN2; SC2
chr19	14566135	14572000	P17568	-	NDUB7_HUMAN	NDUFB7	
chr19	14583160	14610193	Q6ZS10-1	+	CL17A_HUMAN	CLEC17A	
chr19	14619435	14674770	Q9BY15-1	-	AGRE3_HUMAN	ADGRE3	EMR3
chr19	14693491	14719322	Q96JL9-1	+	ZN333_HUMAN	ZNF333	KIAA1806
chr19	14736238	14776756	Q9UHX3-1	-	AGRE2_HUMAN	ADGRE2	EMR2
chr19	14799176	14800136	O76099	-	OR7C1_HUMAN	OR7C1	OR7C4
chr19	14827284	14828241	Q15622	-	OR7A5_HUMAN	OR7A5	
chr19	14840950	14841877	O76100	-	OR7AA_HUMAN	OR7A10	
chr19	14880428	14881355	O14581	-	OR7AH_HUMAN	OR7A17	
chr19	14941488	14942445	O60412	+	OR7C2_HUMAN	OR7C2	OR7C3
chr19	14950197	14972910	P48664-1	-	EAA4_HUMAN	SLC1A6	EAAT4
chr19	15010825	15023116	Q8IYK2	+	CC105_HUMAN	CCDC105	
chr19	15052251	15056086	P31944	+	CASPE_HUMAN	CASP14	
chr19	15087065	15088130	O60431	+	OR1I1_HUMAN	OR1I1	
chr19	15107433	15113960	Q6ZW31-1	+	SYDE1_HUMAN	SYDE1	
chr19	15115254	15125059	A1L0T0	-	ILVBL_HUMAN	ILVBL	AHAS
chr19	15160664	15200905	Q9UM47	-	NOTC3_HUMAN	NOTCH3	
chr19	15227439	15232211	Q9H6B9	-	EPHX3_HUMAN	EPHX3	ABHD9
chr19	15238379	15273099	O60885-1	-	BRD4_HUMAN	BRD4	HUNK1
chr19	15354917	15379731	O43823	-	AKAP8_HUMAN	AKAP8	AKAP95
chr19	15380124	15418923	Q9ULX6-1	-	AKP8L_HUMAN	AKAP8L	NAKAP; NAKAP95
chr19	15423078	15431012	O95785-1	-	WIZ_HUMAN	WIZ	ZNF803
chr19	15436935	15448103	O95785-1	-	WIZ_HUMAN	WIZ	ZNF803
chr19	15448103	15448307	O95785-1	-	WIZ_HUMAN	WIZ	ZNF803
chr19	15451797	15464358	Q86YV0-1	-	RASL3_HUMAN	RASAL3	
chr19	15468665	15479371	Q96PD5-1	-	PGRP2_HUMAN	PGLYRP2	PGLYRPL; PGRPL
chr19	15525336	15551468	Q6NT55	+	CP4FN_HUMAN	CYP4F22	
chr19	15615616	15629355	P98187	+	CP4F8_HUMAN	CYP4F8	
chr19	15641415	15659382	Q08477-1	+	CP4F3_HUMAN	CYP4F3	LTB4H
chr19	15673529	15697082	Q9HCS2-1	+	CP4FC_HUMAN	CYP4F12	
chr19	15728043	15728988	O60403	+	O10H2_HUMAN	OR10H2	
chr19	15741392	15742340	O60404	+	O10H3_HUMAN	OR10H3	
chr19	15794048	15794993	Q8NGA6	+	O10H5_HUMAN	OR10H5	
chr19	15807083	15808037	Q9Y4A9	-	O10H1_HUMAN	OR10H1	
chr19	15878773	15897611	P78329-1	-	CP4F2_HUMAN	CYP4F2	
chr19	15913734	15934408	Q9HBI6	-	CP4FB_HUMAN	CYP4F11	
chr19	15949007	15949955	Q8NGA5	+	O10H4_HUMAN	OR10H4	
chr19	16076565	16101343	P67936-1	+	TPM4_HUMAN	TPM4	
chr19	16111901	16132301	P61006-1	+	RAB8A_HUMAN	RAB8A	MEL; RAB8
chr19	16148750	16157791	Q96JZ2-1	+	HSH2D_HUMAN	HSH2D	ALX
chr19	16161467	16173475	Q96Q77-1	-	CIB3_HUMAN	CIB3	KIP3
chr19	16185442	16190952	Q9Y421-1	+	FA32A_HUMAN	FAM32A	OTAG12
chr19	16198026	16234432	Q9BXS5-1	+	AP1M1_HUMAN	AP1M1	CLTNM
chr19	16324923	16327028	Q9Y5W3	+	KLF2_HUMAN	KLF2	LKLF
chr19	16361772	16471945	Q9UBC2-1	-	EP15R_HUMAN	EPS15L1	EPS15R
chr19	16479133	16496129	Q96L12	-	CALR3_HUMAN	CALR3	CRT2
chr19	16500792	16517298	Q9H6X5-1	+	CS044_HUMAN	C19orf44	
chr19	16519161	16542378	Q8IWX8	-	CHERP_HUMAN	CHERP	DAN26; SCAF6
chr19	16553681	16572364	Q96K37-1	-	S35E1_HUMAN	SLC35E1	
chr19	16576029	16627943	O95402-1	-	MED26_HUMAN	MED26	ARC70; CRSP7
chr19	16647248	16660110	Q9BQ49	-	SMIM7_HUMAN	SMIM7	C19orf42
chr19	16661217	16688368	Q9H6F2	+	TM38A_HUMAN	TMEM38A	
chr19	16731197	16815326	Q149M9-1	+	NWD1_HUMAN	NWD1	
chr19	16829420	16878724	O75182-1	+	SIN3B_HUMAN	SIN3B	KIAA0700
chr19	16889189	16890618	Q96RI0	+	PAR4_HUMAN	F2RL3	PAR4
chr19	16893110	17026642	Q8IZJ3-1	-	CPMD8_HUMAN	CPAMD8	KIAA1283
chr19	17049875	17075422	Q9BT25-1	-	HAUS8_HUMAN	HAUS8	HICE1
chr19	17101717	17212307	Q13459-1	+	MYO9B_HUMAN	MYO9B	MYR5
chr19	17215405	17219810	Q9NZ43-1	+	USE1_HUMAN	USE1	USE1L
chr19	17226247	17228922	Q9H607	+	OCEL1_HUMAN	OCEL1	
chr19	17232354	17245220	P10588	-	NR2F6_HUMAN	NR2F6	EAR2; ERBAL2
chr19	17250227	17264299	Q8N6Y0-1	-	USBP1_HUMAN	USHBP1	AIEBP; MCC2
chr19	17268806	17279045	Q9NWV8-1	+	BABA1_HUMAN	BABAM1	C19orf62; MERIT40; NBA1
chr19	17281920	17286549	Q8NAG6-2	+	ANKL1_HUMAN	ANKLE1	ANKRD41; LEM3
chr19	17292663	17301616	Q96I13	-	ABHD8_HUMAN	ABHD8	
chr19	17305892	17306376	Q9BQ48	+	RM34_HUMAN	MRPL34	
chr19	17309654	17319653	Q9BW61	+	DDA1_HUMAN	DDA1	C19orf58; PCIA1
chr19	17323519	17334670	Q9HCE9-1	-	ANO8_HUMAN	ANO8	KIAA1623; TMEM16H
chr19	17337611	17341700	Q969Y2-1	+	GTPB3_HUMAN	GTPBP3	MTGP1
chr19	17352364	17377288	Q9BX97	-	PLVAP_HUMAN	PLVAP	FELS; PV1
chr19	17403697	17405575	Q10589-1	-	BST2_HUMAN	BST2	
chr19	17420135	17424990	Q96EY5-1	+	MB12A_HUMAN	MVB12A	CFBP; FAM125A
chr19	17436460	17448462	A6NGB7	-	TM221_HUMAN	TMEM221	
chr19	17455649	17460869	Q96CM4	-	NXNL1_HUMAN	NXNL1	TXNL6
chr19	17470540	17504609	Q6PCB7-1	+	S27A1_HUMAN	SLC27A1	ACSVL5; FATP1
chr19	17511672	17521078	O95336	+	6PGL_HUMAN	PGLS	
chr19	17523438	17553560	Q86XR2-1	+	NIBL2_HUMAN	FAM129C	BCNP1
chr19	17555713	17581441	Q8NBJ5	+	GT251_HUMAN	COLGALT1	GLT25D1
chr19	17606056	17688199	Q9UPW8	-	UN13A_HUMAN	UNC13A	KIAA1032
chr19	17719502	17734425	Q66K74-1	+	MAP1S_HUMAN	MAP1S	BPY2IP1; C19orf5; MAP8; VCY2IP1
chr19	17755164	17788303	O14526-1	+	FCHO1_HUMAN	FCHO1	KIAA0290
chr19	17807807	17812119	Q9Y2A9	+	B3GN3_HUMAN	B3GNT3	B3GALT8; TMEM3
chr19	17816856	17821506	P51460-1	-	INSL3_HUMAN	INSL3	RLF; RLNL
chr19	17826745	17844417	P52333-1	-	JAK3_HUMAN	JAK3	
chr19	17859956	17863260	Q02543	+	RL18A_HUMAN	RPL18A	
chr19	17872319	17893874	Q92911	+	SC5A5_HUMAN	SLC5A5	NIS
chr19	17936420	17943712	Q96CT7	+	CC124_HUMAN	CCDC124	
chr19	17973888	17998403	Q92952-1	+	KCNN1_HUMAN	KCNN1	SK
chr19	18008310	18012963	Q8TBH0-1	+	ARRD2_HUMAN	ARRDC2	
chr19	18059610	18086823	P42701-1	-	I12R1_HUMAN	IL12RB1	IL12R; IL12RB
chr19	18097792	18149723	O60307	+	MAST3_HUMAN	MAST3	KIAA0561
chr19	18155879	18169291	O00459	+	P85B_HUMAN	PIK3R2	
chr19	18173841	18177908	P13284	+	GILT_HUMAN	IFI30	GILT; IP30
chr19	18193281	18196052	Q567V2-1	+	M17L2_HUMAN	MPV17L2	FKSG24
chr19	18197472	18202740	P20336	-	RAB3A_HUMAN	RAB3A	
chr19	18210931	18233191	Q08493-1	-	PDE4C_HUMAN	PDE4C	DPDE1
chr19	18257182	18269478	Q9H0B3-1	-	K1683_HUMAN	KIAA1683	
chr19	18280443	18281484	P17535	-	JUND_HUMAN	JUND	
chr19	18307466	18323020	Q9Y4Z0	-	LSM4_HUMAN	LSM4	
chr19	18340681	18363580	Q9NXJ5-1	+	PGPI_HUMAN	PGPEP1	PGPI
chr19	18386189	18388932	Q99988	+	GDF15_HUMAN	GDF15	MIC1; PDF; PLAB; PTGFB
chr19	18391989	18396963	Q8N386	-	LRC25_HUMAN	LRRC25	MAPA
chr19	18419648	18434243	Q9BWG4-1	+	SSBP4_HUMAN	SSBP4	
chr19	18434915	18437979	Q9NPH2-1	-	INO1_HUMAN	ISYNA1	INO1
chr19	18444754	18522055	P55199	-	ELL_HUMAN	ELL	C19orf17
chr19	18532171	18541970	Q14318-1	-	FKBP8_HUMAN	FKBP8	FKBP38
chr19	18562056	18568628	Q9BQD3	+	KXDL1_HUMAN	KXD1	C19orf50
chr19	18573300	18575147	P62987	+	RL40_HUMAN	UBA52	UBCEP2
chr19	18588801	18592177	Q96EN9-1	+	CS060_HUMAN	C19orf60	
chr19	18593568	18606656	O75462	-	CRLF1_HUMAN	CRLF1	
chr19	18612958	18620533	Q9UK28	+	TM59L_HUMAN	TMEM59L	BSMAP; C19orf4
chr19	18637054	18669242	Q53HC5	+	KLH26_HUMAN	KLHL26	
chr19	18683702	18777379	Q6UUV9-1	+	CRTC1_HUMAN	CRTC1	KIAA0616; MECT1; TORC1; WAMTP1
chr19	18782917	18791269	P49747-1	-	COMP_HUMAN	COMP	
chr19	18832209	18866160	Q92900-1	+	RENT1_HUMAN	UPF1	KIAA0221; RENT1
chr19	18868599	18870307	P27539	-	GDF1_HUMAN	GDF1	
chr19	18870579	18896072	P27544-1	-	CERS1_HUMAN	CERS1	LAG1; LASS1; UOG1
chr19	18899681	18919348	O14579-1	-	COPE_HUMAN	COPE	
chr19	18919741	18928313	Q9Y6V7-1	+	DDX49_HUMAN	DDX49	
chr19	18929445	18938982	Q9NSC5-1	-	HOME3_HUMAN	HOMER3	
chr19	18994368	19031071	Q8IX01-1	-	SUGP2_HUMAN	SUGP2	KIAA0365; SFRS14
chr19	19034209	19057625	Q6NXE6-1	+	ARMC6_HUMAN	ARMC6	
chr19	19096124	19110873	Q86VD7	+	S2542_HUMAN	SLC25A42	
chr19	19119932	19138428	Q9NX61-1	-	T161A_HUMAN	TMEM161A	
chr19	19145696	19150735	Q02080-1	-	MEF2B_HUMAN	MEF2B	XMEF2
chr19	19180730	19192117	Q96FH0-1	-	BORC8_HUMAN	BORCS8	MEF2BNB
chr19	19193946	19201716	O14593-1	+	RFXK_HUMAN	RFXANK	ANKRA1; RFXB
chr19	19201927	19203060	Q86WQ0-1	-	NR2CA_HUMAN	NR2C2AP	TRA16
chr19	19216953	19249908	O14594	+	NCAN_HUMAN	NCAN	CSPG3; NEUR
chr19	19257819	19262732	Q86UW8	-	HPLN4_HUMAN	HAPLN4	BRAL2; KIAA1926
chr19	19264666	19273215	Q9BZW4-1	-	TM6S2_HUMAN	TM6SF2	
chr19	19276650	19320496	Q8IWZ8-1	-	SUGP1_HUMAN	SUGP1	SF4
chr19	19320859	19355779	Q9Y6X3-1	+	SCC4_HUMAN	MAU2	KIAA0892; SCC4
chr19	19465345	19505471	Q86YP4-1	+	P66A_HUMAN	GATAD2A	
chr19	19514608	19515427	Q9BXA6	-	TSSK6_HUMAN	TSSK6	SSTK
chr19	19516238	19528123	Q9P0J0-1	+	NDUAD_HUMAN	NDUFA13	GRIM19
chr19	19528932	19537521	A6XGL0-1	+	YJEN3_HUMAN	YJEFN3	
chr19	19538349	19546013	Q8IUL8	+	CILP2_HUMAN	CILP2	
chr19	19562027	19618629	Q9BYU1	-	PBX4_HUMAN	PBX4	
chr19	19624258	19627284	Q9HBW0	-	LPAR2_HUMAN	LPAR2	EDG4; LPA2
chr19	19629965	19643529	Q9P107-1	-	GMIP_HUMAN	GMIP	
chr19	19645424	19663666	Q9HD20-1	-	AT131_HUMAN	ATP13A1	ATP13A; KIAA1825
chr19	19668963	19680297	Q8IZC7-1	+	ZN101_HUMAN	ZNF101	
chr19	19711354	19732958	P17017	-	ZNF14_HUMAN	ZNF14	GIOT4; KOX6
chr19	19794554	19821603	Q5JVG8-1	-	ZN506_HUMAN	ZNF506	
chr19	19865996	19892744	O75346-1	+	ZN253_HUMAN	ZNF253	BMZF1; ZNF411
chr19	19901088	19934815	P35789-1	+	ZNF93_HUMAN	ZNF93	ZNF505
chr19	20006007	20039345	O95780-1	-	ZN682_HUMAN	ZNF682	
chr19	20078132	20119357	Q03938	+	ZNF90_HUMAN	ZNF90	
chr19	20167330	20198099	Q96H40	+	ZN486_HUMAN	ZNF486	KRBO2
chr19	20544594	20565640	O75373	-	ZN737_HUMAN	ZNF737	ZNF102
chr19	20624292	20661446	Q68DY1-1	-	ZN626_HUMAN	ZNF626	
chr19	20776447	20807319	Q6ZN08	+	ZNF66_HUMAN	ZNF66	ZNF66P
chr19	20923400	20950299	Q03923-1	+	ZNF85_HUMAN	ZNF85	
chr19	21020800	21058018	Q9H8G1	+	ZN430_HUMAN	ZNF430	
chr19	21098268	21118329	Q96N38-1	+	ZN714_HUMAN	ZNF714	
chr19	21142183	21184031	Q8TF32	+	ZN431_HUMAN	ZNF431	KIAA1969
chr19	21293276	21309279	P17019	-	ZN708_HUMAN	ZNF708	KOX8; ZNF15; ZNF15L1
chr19	21359140	21377480	Q8NE65	+	ZN738_HUMAN	ZNF738	
chr19	21423043	21424981	Q6ZR52-1	+	ZN493_HUMAN	ZNF493	
chr19	21505771	21538075	Q86V71	+	ZN429_HUMAN	ZNF429	
chr19	21726685	21767429	Q8IYN0	-	ZN100_HUMAN	ZNF100	
chr19	21807609	21851907	P17038-1	-	ZNF43_HUMAN	ZNF43	KOX27; ZNF39; ZNF39L1
chr19	21971193	22010794	O43345-1	-	ZN208_HUMAN	ZNF208	ZNF91L
chr19	22052632	22089439	Q9Y2Q1-1	+	ZN257_HUMAN	ZNF257	BMZF4
chr19	22179952	22196633	Q8N7Q3	-	ZN676_HUMAN	ZNF676	
chr19	22286525	22317173	A6NN14	+	ZN729_HUMAN	ZNF729	
chr19	22391518	22422224	A6NK75	-	ZNF98_HUMAN	ZNF98	ZNF739
chr19	22653399	22665262	Q9P255	+	ZN492_HUMAN	ZNF492	KIAA1473; ZNF115
chr19	22753939	22754653	Q8WTZ3	-	YS049_HUMAN		
chr19	22757316	22784016	A8MXY4	-	ZNF99_HUMAN	ZNF99	C19orf9
chr19	22975470	23003030	P0DKX0	-	ZN728_HUMAN	ZNF728	
chr19	23117173	23146553	Q6ZMV8	+	ZN730_HUMAN	ZNF730	
chr19	23222387	23250242	A8MTY0	-	ZN724_HUMAN	ZNF724	ZNF724P
chr19	23359405	23395354	Q05481-1	-	ZNF91_HUMAN	ZNF91	
chr19	23653228	23687033	Q8TD23	-	ZN675_HUMAN	ZNF675	TIZ
chr19	23743614	23758749	Q96N22-1	-	ZN681_HUMAN	ZNF681	
chr19	23914994	23935471	A6NNF4-1	+	ZN726_HUMAN	ZNF726	
chr19	24087307	24127977	O75437-1	+	ZN254_HUMAN	ZNF254	BMZF5; ZNF539; ZNF91L
chr19	29207550	29213112	P0C7P4	-	UCRIL_HUMAN	UQCRFS1P1	UQCRFSL1
chr19	29207550	29213118	P47985	-	UCRI_HUMAN	UQCRFS1	
chr19	29526583	29563931	A6NLU5	+	VTM2B_HUMAN	VSTM2B	
chr19	29606318	29615377	O95707	+	RPP29_HUMAN	POP4	RPP29
chr19	29673839	29674676	Q96S99	+	PKHF1_HUMAN	PLEKHF1	APPD; LAPF; ZFYVE15
chr19	29702714	29714929	Q9NSK7-1	-	CS012_HUMAN	C19orf12	
chr19	29812555	29823774	P24864-1	+	CCNE1_HUMAN	CCNE1	CCNE
chr19	29942547	30015066	O94763-1	+	RMP_HUMAN	URI1	C19orf2; NNX3; PPP1R19; RMP; URI
chr19	30443562	30557161	O15090	+	ZN536_HUMAN	ZNF536	KIAA0390
chr19	31276549	31349219	Q63HK5	-	TSH3_HUMAN	TSHZ3	KIAA1474; TSH3; ZNF537
chr19	32352830	32383080	Q8TCN5-1	+	ZN507_HUMAN	ZNF507	KIAA1084
chr19	32408253	32482237	Q6ZPD9-1	+	D19L3_HUMAN	DPY19L3	
chr19	32581261	32587297	O14737-1	+	PDCD5_HUMAN	PDCD5	TFAR19
chr19	32598147	32659015	Q96NW4	-	ANR27_HUMAN	ANKRD27	
chr19	32676263	32676968	Q6ZS82	+	R9BP_HUMAN	RGS9BP	R9AP
chr19	32691960	32711954	A8MXV4	+	NUD19_HUMAN	NUDT19	
chr19	32720072	32821180	Q587J7-1	+	TDR12_HUMAN	TDRD12	ECAT8
chr19	32830622	32868534	P82251	-	BAT1_HUMAN	SLC7A9	BAT1
chr19	32879164	32971874	Q96ST8-1	-	CEP89_HUMAN	CEP89	CCDC123
chr19	32973196	32976679	Q9BTP7	+	FAP24_HUMAN	FAAP24	C19orf40
chr19	32979998	33064852	Q8IUC4-1	-	RHPN2_HUMAN	RHPN2	
chr19	33081193	33130157	Q9BRR8	+	GPTC1_HUMAN	GPATCH1	ECGP; GPATC1
chr19	33132169	33175569	Q6ZMY6-1	+	WDR88_HUMAN	WDR88	PQWD
chr19	33194785	33207572	O75074	+	LRP3_HUMAN	LRP3	
chr19	33208893	33225703	Q9NS82	-	AAA1_HUMAN	SLC7A10	ASC1
chr19	33301340	33302414	P49715-1	-	CEBPA_HUMAN	CEBPA	CEBP
chr19	33379239	33379689	P53567	+	CEBPG_HUMAN	CEBPG	
chr19	33387346	33521760	P12955-1	-	PEPD_HUMAN	PEPD	PRD
chr19	33689261	33773060	Q9H2A9	+	CHST8_HUMAN	CHST8	
chr19	33800454	33812945	Q96SI1-1	+	KCD15_HUMAN	KCTD15	
chr19	34172642	34226428	Q8ND56-1	+	LS14A_HUMAN	LSM14A	C19orf13; FAM61A; RAP55; RAP55A
chr19	34300473	34352952	O15063	+	K0355_HUMAN	KIAA0355	
chr19	34365266	34400033	P06744-1	+	G6PI_HUMAN	GPI	
chr19	34404430	34426117	Q9BRP1	+	PDD2L_HUMAN	PDCD2L	
chr19	34428432	34469218	Q9UBT2-1	+	SAE2_HUMAN	UBA2	SAE2; UBLE1B
chr19	34481974	34500266	A6NIX2	+	WTIP_HUMAN	WTIP	
chr19	34593557	34594563	Q4G0G5	-	SC2B2_HUMAN	SCGB2B2	SCGB4A2; SCGBL
chr19	34678804	34685234	Q9NR11-1	+	ZN302_HUMAN	ZNF302	ZNF135L; ZNF140L; ZNF327
chr19	34735037	34742094	Q2M3W8-1	+	ZN181_HUMAN	ZNF181	
chr19	34759036	34772841	Q96NL3-1	-	ZN599_HUMAN	ZNF599	
chr19	34929947	34944835	P17039-1	+	ZNF30_HUMAN	ZNF30	KOX28
chr19	34957958	34963662	Q3KQV3	-	ZN792_HUMAN	ZNF792	
chr19	35000478	35026138	Q96CP6-1	+	GRM1A_HUMAN	GRAMD1A	KIAA1533
chr19	35030820	35039698	Q07699-1	+	SCN1B_HUMAN	SCN1B	
chr19	35042506	35066284	P05981	+	HEPS_HUMAN	HPN	TMPRSS1
chr19	35119376	35123454	Q14802-1	+	FXYD3_HUMAN	FXYD3	MAT8; PLML
chr19	35125195	35134680	Q8N135-1	-	LGI4_HUMAN	LGI4	LGIL3
chr19	35140079	35142739	O00168	+	PLM_HUMAN	FXYD1	PLM
chr19	35143333	35153913	P58549	+	FXYD7_HUMAN	FXYD7	
chr19	35155550	35169612	Q96DB9-1	+	FXYD5_HUMAN	FXYD5	DYSAD; IWU1
chr19	35224827	35228680	Q17R55	-	F187B_HUMAN	FAM187B	TMEM162
chr19	35248878	35267856	Q86X29-1	+	LSR_HUMAN	LSR	LISCH
chr19	35269101	35279253	Q15853-1	+	USF2_HUMAN	USF2	BHLHB12
chr19	35282577	35285039	P81172	+	HEPC_HUMAN	HAMP	HEPC; LEAP1
chr19	35295408	35313451	P20916-1	+	MAG_HUMAN	MAG	GMA
chr19	35332040	35346694	P20273-1	+	CD22_HUMAN	CD22	SIGLEC2
chr19	35351551	35352451	O14842	+	FFAR1_HUMAN	FFAR1	GPR40
chr19	35358890	35359928	O14843	+	FFAR3_HUMAN	FFAR3	GPR41
chr19	35371359	35372397	O15529	+	GPR42_HUMAN	GPR42	GPR42P
chr19	35449714	35450704	O15552	+	FFAR2_HUMAN	FFAR2	FFA2; GPCR43; GPR43
chr19	35487430	35490442	P60985-1	-	KTDAP_HUMAN	KRTDAP	KDAP
chr19	35498718	35513475	Q6E0U4-1	-	DMKN_HUMAN	DMKN	
chr19	35523512	35528281	Q6UWP8-1	-	SBSN_HUMAN	SBSN	
chr19	35533527	35545167	O14556	+	G3PT_HUMAN	GAPDHS	GAPD2; GAPDH2; GAPDS
chr19	35545739	35547444	Q9BVK8-1	+	TM147_HUMAN	TMEM147	
chr19	35550617	35563629	P20648	-	ATP4A_HUMAN	ATP4A	
chr19	35612794	35622990	O94927-1	+	HAUS5_HUMAN	HAUS5	KIAA0841
chr19	35629153	35637551	Q9BTD8-1	+	RBM42_HUMAN	RBM42	
chr19	35642460	35644849	O00321-1	+	ETV2_HUMAN	ETV2	ER71; ETSRP71
chr19	35651243	35658644	P14854	+	CX6B1_HUMAN	COX6B1	COX6B
chr19	35666812	35678016	O00322-1	+	UPK1A_HUMAN	UPK1A	TSPAN21
chr19	35714626	35716749	Q9Y2Y4	+	ZBT32_HUMAN	ZBTB32	FAZF; TZFP; ZNF538
chr19	35718018	35738554	Q9UMN6-1	+	KMT2B_HUMAN	KMT2B	HRX2; KIAA0304; MLL2; MLL4; TRX2; WBP7
chr19	35739282	35741180	Q9H665-1	-	IGFR1_HUMAN	IGFLR1	TMEM149; U2AF1L4
chr19	35742721	35745391	Q8WU68-1	-	U2AF4_HUMAN	U2AF1L4	U2AF1-RS3; U2AF1L3
chr19	35745930	35746844	Q9NZ42	+	PEN2_HUMAN	PSENEN	PEN2
chr19	35748724	35754471	Q96GY3	+	LIN37_HUMAN	LIN37	
chr19	35755638	35757008	O14558	-	HSPB6_HUMAN	HSPB6	
chr19	35758215	35768542	Q2NL68-1	+	PRSR3_HUMAN	PROSER3	C19orf55
chr19	35777824	35788426	O14559-1	+	RHG33_HUMAN	ARHGAP33	SNX26; TCGAP
chr19	35800040	35813281	Q9UF12	-	HYPDH_HUMAN	PRODH2	HSPOX1; HYPDH
chr19	35826516	35851837	O60500-1	-	NPHN_HUMAN	NPHS1	NPHN
chr19	35857119	35866489	Q6UWL6-1	+	KIRR2_HUMAN	KIRREL2	NEPH3
chr19	35868636	35879438	P51693-1	+	APLP1_HUMAN	APLP1	
chr19	35888561	35897656	Q8NI38-1	-	IKBD_HUMAN	NFKBID	IKBNS
chr19	35902593	35904157	Q9UBK5-1	+	HCST_HUMAN	HCST	DAP10; KAP10; PIK3AP
chr19	35904571	35908228	O43914-1	-	TYOBP_HUMAN	TYROBP	DAP12; KARAP
chr19	35939425	35945016	Q9BTN0	+	LRFN3_HUMAN	LRFN3	SALM4
chr19	35995274	35995619	A6NFY7	+	SDHF1_HUMAN	SDHAF1	LYRM8
chr19	36003339	36008681	Q8N205-1	-	SYNE4_HUMAN	SYNE4	C19orf46
chr19	36009292	36013397	Q3KRA9-1	-	ALKB6_HUMAN	ALKBH6	ABH6
chr19	36016160	36032357	Q96DZ5	-	CLIP3_HUMAN	CLIP3	CLIPR59
chr19	36035442	36054217	Q8NA92	-	THAP8_HUMAN	THAP8	
chr19	36054971	36105025	O43379-1	+	WDR62_HUMAN	WDR62	C19orf14
chr19	36111202	36113658	O00110	+	OVOL3_HUMAN	OVOL3	
chr19	36113757	36114856	P36954	-	RPB9_HUMAN	POLR2I	
chr19	36115560	36125779	Q99426-1	+	TBCB_HUMAN	TBCB	CG22; CKAP1
chr19	36141011	36149836	P04632	+	CPNS1_HUMAN	CAPNS1	CAPN4; CAPNS
chr19	36150984	36152407	P24310	-	CX7A1_HUMAN	COX7A1	COX7AH
chr19	36182468	36245530	Q8N9K5-1	-	ZN565_HUMAN	ZNF565	
chr19	36236440	36237316	Q15072	+	OZF_HUMAN	ZNF146	OZF
chr19	36340226	36367892	Q9HCL3	-	ZFP14_HUMAN	ZFP14	KIAA1559; ZNF531
