#chrom	chromStart	chromEnd	name	strand	protAltShortNames	geneName	geneSynonyms
chr17	56432306	56492938	Q68DV7-1	-		RNF43	
chr17	56499723	56565635	Q4G112-1	-	HSTF 5	HSF5	HSTF5
chr17	56569026	56593943	Q9NYA4	-	FYVE-DSP2	MTMR4	KIAA0647; ZFYVE11
chr17	56597789	56606535	O43236-1	-	ARTS; hCDCREL-2	SEPT4	ARTS; PNUTL2; SEP4
chr17	56619178	56621547	Q8NEP4	-		C17orf47	
chr17	56634374	56729362	Q8IWB6-1	-		TEX14	SGK307
chr17	56770004	56811580	O43502-1	+		RAD51C	RAD51L2
chr17	56833358	57058389	Q8WY54-1	+	CaMKP-N; CaMKN; Partner of PIXA	PPM1E	CAMKN; KIAA1072; POPX1
chr17	57060281	57183822	O94972-1	-		TRIM37	KIAA0898; MUL; POB1
chr17	57189640	57232524	Q8WVK7-1	-		SKA2	FAM33A
chr17	57247113	57278989	Q96HE9	+		PRR11	
chr17	57287412	57292360	Q8ND04-1	+		SMG8	ABC2; C17orf71
chr17	57297970	57351131	Q8N9F7-1	+		GDPD1	GDE4
chr17	57430770	57474548	Q96QA6	+		YPEL2	
chr17	57643032	57684530	Q8IX18-1	+		DHX40	DDX40
chr17	57697492	57771210	Q00610-1	+	CLH-17	CLTC	CLH17; CLTCL2; KIAA0034
chr17	57774802	57775339	Q9Y3E5	-		PTRH2	BIT1; PTH2
chr17	57808807	57917269	Q96GC9-1	+		VMP1	TDC1; TMEM49
chr17	57937685	57968363	Q9UJT1-1	-		TUBD1	TUBD
chr17	57970545	58024146	P23443-1	+	P70S6K1; p70-S6K 1; p70 S6 kinase alpha; p70 S6K-alpha; p70 S6KA	RPS6KB1	STK14A
chr17	58030340	58042024	Q5M7Z0-1	-		RNFT1	
chr17	58120926	58156275	Q6AI08	-		HEATR6	ABC1
chr17	58227395	58236782	P22748-1	+	CA-IV	CA4	
chr17	58256618	58469300	Q8NFA0-1	-		USP32	USP10
chr17	58499953	58508624	Q86WR6	+		C17orf64	
chr17	58524944	58603292	Q92624	-	APP-BP2	APPBP2	KIAA0228; PAT1
chr17	58677775	58740910	O15297-1	+	PP2C-delta	PPM1D	WIP1
chr17	58756818	59469483	Q9H6U6-1	+		BCAS3	
chr17	59477537	59485864	Q13207	+		TBX2	
chr17	59489336	59490089	Q86X59	+		C17orf82	
chr17	59533851	59560874	P57082-1	+		TBX4	
chr17	59667896	59668541	Q9H009	-	NAC-alpha-like	NACA2	NACAL
chr17	59760659	59938900	Q9BX63-1	-	BRCA1-interacting protein 1	BRIP1	BACH1; FANCJ
chr17	59944920	60005301	Q9H0H0	-		INTS2	KIAA1287
chr17	60023831	60142566	Q9UHV7	-	ARC250; Trap240; DRIP250	MED13	ARC250; KIAA0593; THRAP1; TRAP240
chr17	60460340	60493687	Q8N7B9-1	+		EFCAB3	
chr17	60501263	60526087	Q96IZ6-1	+		METTL2A	METTL2
chr17	60558486	60689923	Q86UE8-1	+		TLK2	
chr17	60705163	60769809	Q9UBG0	+	UPAR-associated protein; Urokinase receptor-associated protein	MRC2	CLEC13E; ENDO180; KIAA0709; UPARAP
chr17	60779066	60879096	Q8NA82	-	MARCH-X	MARCH10	RNF190
chr17	61086920	61499313	Q9HCD6-1	+		TANC2	KIAA1148; KIAA1636
chr17	61511765	61514908	P49447-1	-		CYB561	
chr17	61554455	61574724	P12821-1	+		ACE	DCP; DCP1
chr17	61600774	61623260	Q9H252-1	+	ERG-2; Eag-related protein 2; Ether-a-go-go-related protein 2; hERG-2; hERG2	KCNH6	ERG2
chr17	61628038	61666531	P61962-1	+		DCAF7	HAN11; WDR68
chr17	61678442	61685359	Q9BSH4	+		TACO1	CCDC44
chr17	61700119	61771134	Q99759-1	+	MEK kinase 3; MEKK 3	MAP3K3	MAPKKK3; MEKK3
chr17	61775914	61776658	Q9BT23	-		LIMD2	
chr17	61780961	61805729	Q7RTN6-1	-		STRADA	LYK5; STRAD
chr17	61824243	61843535	Q96A33-1	-		CCDC47	
chr17	61864409	61895755	Q86XP3-1	+	RHELP; RNAHP; SF3b125	DDX42	
chr17	61897164	61904262	Q8IY81	-		FTSJ3	
chr17	61904850	61909326	P62195-1	+	TRIP1	PSMC5	SUG1
chr17	61910300	61920034	Q92925-1	-	BAF60B	SMARCD2	BAF60B
chr17	61949488	61950974	P0DML2	-	PL	CSH1	
chr17	61949488	61950974	P0DML3-1	-	PL	CSH2	
chr17	61957683	61959161	P01242-1	-		GH2	
chr17	61972384	61973871	P0DML2	-	PL	CSH1	
chr17	61972384	61973871	P0DML3-1	-	PL	CSH2	
chr17	61987073	61988556	Q14406-1	-		CSHL1	CSHP1; CSL
chr17	61994671	61996136	P01241-1	-	GH; GH-N	GH1	
chr17	62006588	62009621	P40259-1	-		CD79B	B29; IGB
chr17	62018133	62050201	P35499	-		SCN4A	
chr17	62075724	62079118	P0C7W0-1	+		PRR29	C17orf72
chr17	62080109	62084051	P13598	-		ICAM2	
chr17	62121350	62207389	O75460-1	-	hIRE1p; IRE1a	ERN1	IRE1
chr17	62226331	62291577	Q8IWB9-1	-		TEX2	KIAA1738; TMEM96
chr17	62461570	62463731	Q7Z6M3-1	+	MCA-32	MILR1	C17orf60; MCA32
chr17	62473942	62493086	Q9UHN1	-	p55	POLG2	MTPOLB
chr17	62496043	62502237	P17844-1	-		DDX5	G17P1; HELR; HLR1
chr17	62503215	62533894	Q96GE4-1	+		CEP95	CCDC45; CEP45
chr17	62541968	62657998	Q9HAU4	-		SMURF2	
chr17	62850719	62893375	O60309	-		LRRC37A3	KIAA0563
chr17	63010377	63052711	Q14344-1	-		GNA13	
chr17	63133658	63223522	O75916-1	+		RGS9	
chr17	63526096	63554738	Q9Y2T1	-	Axil	AXIN2	
chr17	63632091	64179417	Q8N8E3-1	-		CEP112	CCDC46
chr17	64208253	64225497	P02749	-	Apo-H; B2GPI; Beta(2)GPI	APOH	B2G1
chr17	64298969	64800152	P17252	+		PRKCA	PKCA; PRKACA
chr17	64873450	64881354	Q9UF02	+	TARP gamma-5	CACNG5	
chr17	64961027	65027117	Q9UBN1	+	TARP gamma-4	CACNG4	
chr17	65040776	65052384	Q06432	+		CACNG1	CACNLG
chr17	65074370	65214920	P42694-1	-		HELZ	DRHC; KIAA0054
chr17	65336961	65362635	O00232-1	-		PSMD12	
chr17	65374270	65689001	Q9UKF7-1	+	M-rdgB beta; MrdgBbeta; RdgBbeta	PITPNC1	
chr17	65714063	65739972	Q9H8H0-1	+		NOL11	
chr17	65821840	65955707	Q12830-1	+		BPTF	FAC1; FALZ
chr17	65988031	65989262	Q2M2W7-1	-		C17orf58	
chr17	66033248	66042709	P52292	+		KPNA2	RCH1; SRP1
chr17	66246328	66253107	Q86W34-4	+		AMZ2	
chr17	66265239	66274461	O15403	-	MCT 6	SLC16A6	MCT6; MCT7
chr17	66303634	66416601	Q96EG1	+		ARSG	KIAA1001
chr17	66417916	66453562	Q5MNZ9-1	-	WIPI 49 kDa	WIPI1	WIPI49
chr17	66511540	66526587	P10644-1	+	TSE1	PRKAR1A	PKR1; PRKAR1; TSE1
chr17	66533620	66596807	Q96MK3	-		FAM20A	
chr17	66864228	66938175	O94911-1	-		ABCA8	KIAA0822
chr17	66972058	67047267	Q8IUA7-1	-		ABCA9	
chr17	67075116	67136844	Q8N139-1	-		ABCA6	
chr17	67144970	67221499	Q8WWZ4-1	-		ABCA10	
chr17	67243680	67310556	Q8WWZ7-1	-		ABCA5	KIAA1888
chr17	67411125	67537891	P52564-1	+	MEK 6; SAPK kinase 3; SAPKK-3; SAPKK3	MAP2K6	MEK6; MKK6; PRKMK6; SKK3
chr17	68128228	68129482	Q9NPI9	+		KCNJ16	
chr17	68171180	68172461	P63252	+	IRK-1; hIRK1	KCNJ2	IRK1
chr17	70117532	70120525	P48436	+		SOX9	
chr17	70643725	71084903	Q8N1S5-1	-	ZIP-11	SLC39A11	C17orf26; ZIP11
chr17	71165458	71166565	P30874-1	+		SSTR2	
chr17	71189208	71204587	Q8WTW3	+		COG1	KIAA1381; LDLB
chr17	71205670	71228445	Q969W3-1	-		FAM104A	
chr17	71231621	71243477	Q9BSJ5-1	+	HLC-8	C17orf80	
chr17	71244635	71257957	A6NMK7	-		CPSF4L	
chr17	71281571	71282639	Q9H3Q1-1	-		CDC42EP4	BORG4; CEP4
chr17	71334728	71640227	Q58EX2-1	-		SDK2	KIAA1514
chr17	71757090	71824589	Q8N7U9-1	-		LINC00469	C17orf54
chr17	72200094	72205965	P63173	+		RPL38	
chr17	72209726	72256345	Q9BSA4-1	+		TTYH2	C17orf29
chr17	72277956	72310352	Q9GZS0-1	+		DNAI2	
chr17	72322488	72351448	Q2TAC6-1	+		KIF19	
chr17	72352798	72357958	A6NE02	-		BTBD17	
chr17	72363644	72369770	Q7Z601	+		GPR142	PGR2
chr17	72435915	72443164	Q9NQ84-1	+	RAIG-3	GPRC5C	RAIG3
chr17	72462842	72480262	Q9UGN4-1	+	CMRF35-H9; IgSF12; IRp60	CD300A	CMRF35H; IGSF12
chr17	72518879	72527489	A8K4G0	-	IREM-3; TREM-5	CD300LB	CD300B; CLM7; CMRF35A2; IREM3; LMIR5; TREM5
chr17	72537730	72541921	Q08708	-	CMRF-35; IgSF16	CD300C	CMRF35; CMRF35A; CMRF35A1; IGSF16
chr17	72576143	72588341	Q6UXZ3	-		CD300LD	CD300D; CMRF35A4
chr17	72588185	72588914	Q96MU5	+		C17orf77	
chr17	72608794	72619760	Q496F6	-	IREM-2; PIgR-2; PIgR2; Poly-Ig receptor 2	CD300E	CD300LE; CLM2; CMRF35A5; IREM2
chr17	72691237	72709005	Q8TDQ1-1	-	IREM-1; IgSF13	CD300LF	CD300F; CLM1; IGSF13; IREM1; NKIR
chr17	72733411	72741547	Q96AX2-1	+		RAB37	
chr17	72744985	72764792	O14745-1	+	EBP50	SLC9A3R1	NHERF; NHERF1
chr17	72767865	72771837	Q9BTE0-1	-		NAT9	EBS
chr17	72773469	72832823	Q8NE00-1	+		TMEM104	
chr17	72838576	72851231	Q14957	-	NMDAR2C; NR2C	GRIN2C	NMDAR2C
chr17	72858941	72869069	P22570-1	-	Ferredoxin reductase	FDXR	ADXR
chr17	72874462	72889705	Q8N9I5-1	-		FADS6	
chr17	72914170	72919168	Q495M9	-		USH1G	SANS
chr17	72920727	72929637	Q7RTS6	+		OTOP2	
chr17	72931896	72945508	Q7RTS5	+		OTOP3	
chr17	72947667	72968751	Q8IV36-1	-		HID1	C17orf28; DMC1
chr17	72984138	73000166	Q86X02	+		CDR2L	HUMPPA
chr17	73008781	73017097	Q14197	+	MRP-L58; DS-1	MRPL58	DS1; ICT1
chr17	73035029	73038745	O75947-1	-		ATP5H	
chr17	73043345	73059139	Q14681	+		KCTD2	KIAA0176
chr17	73089731	73102125	O15375-1	+	MCT 5	SLC16A5	MCT5; MCT6
chr17	73106383	73125130	Q9H6L4-1	+		ARMC7	
chr17	73126585	73127802	Q8TCD5-1	-	dNT-1	NT5C	DNT1; UMPH2
chr17	73132199	73150492	Q9UK76-1	-		JPT1	ARM2; HN1
chr17	73164436	73178929	P61956-1	-	Smt3B	SUMO2	SMT3B; SMT3H2
chr17	73201856	73231771	Q9BW27-1	+		NUP85	NUP75; PCNT1
chr17	73234362	73257668	Q9NZ52-1	-		GGA3	KIAA0154
chr17	73257981	73262001	Q9Y2R9	+	bMRP27a	MRPS7	
chr17	73262823	73266276	A9UHW6-1	-	hSLIP1	MIF4GD	SLIP1
chr17	73269534	73282845	Q9HC21-1	-		SLC25A19	DNC; MUP1
chr17	73316451	73389709	P62993-1	-		GRB2	ASH
chr17	73467986	73495412	Q12767-1	+		TMEM94	KIAA0195
chr17	73497163	73509885	Q8WXE0-1	-		CASKIN2	KIAA1139
chr17	73512641	73520490	Q7Z6J9-1	+	HsSEN54	TSEN54	SEN54
chr17	73539507	73570956	Q6P1M3-1	+		LLGL2	
chr17	73592887	73611965	Q96JP2	+		MYO15B	KIAA1783; MYO15BP
chr17	73623504	73662637	O94762-1	-	RecQ5	RECQL5	RECQ5
chr17	73636281	73636974	Q71RC9	+		SMIM5	C17orf109
chr17	73643456	73643642	P0DI80	+		SMIM6	C17orf110
chr17	73663452	73702598	Q9UHR5-1	+		SAP30BP	HCNGP; HTRG; HTRP
chr17	73720783	73753633	P16144-1	+		ITGB4	
chr17	73754139	73761217	P51570-1	-		GALK1	GALK
chr17	73774678	73775255	P84243	-		H3F3A; H3F3B	H3.3A; H3F3; H3.3B
chr17	73780961	73820495	Q9C0B0	+		UNK	KIAA1753; ZC3H5; ZC3HDC5
chr17	73824048	73840418	Q70J99-1	-		UNC13D	
chr17	73842817	73851378	Q969T9	-		WBP2	
chr17	73870566	73874629	Q96LD4-1	-		TRIM47	GOA; RNF100
chr17	73886862	73893018	Q6PJ69	-		TRIM65	
chr17	73894933	73900956	Q96DV4-1	-		MRPL38	
chr17	73906806	73934230	Q8TES7-1	-		FBF1	ALB; KIAA1863
chr17	73942831	73975154	Q15067-1	-	SCOX	ACOX1	ACOX
chr17	73997506	74001501	Q00526	+		CDK3	CDKN3
chr17	74003186	74023279	Q92817	-		EVPL	
chr17	74035789	74068572	Q9UHB9-1	-		SRP68	
chr17	74070964	74073509	O43603	+		GALR2	GALNR2
chr17	74075345	74078731	Q401N2-1	+		ZACN	L2; LGICZ; LGICZ1; ZAC
chr17	74079731	74099773	Q9UPT5-3	-		EXOC7	EXO70; KIAA1067
chr17	74133436	74136476	Q92949	-	HFH-4	FOXJ1	FKHL13; HFH4
chr17	74141318	74236321	Q96PX1-1	-		RNF157	KIAA1917
chr17	74261586	74266583	Q8IYN6	+		UBALD2	FAM100B
chr17	74270319	74303581	Q9H0J4-1	-		QRICH2	
chr17	74307625	74349697	Q14558-1	-	PAP39	PRPSAP1	
chr17	74381725	74383664	Q9NYA1-1	+		SPHK1	SPHK; SPK
chr17	74387026	74449223	Q9C0C9	-	Ubiquitin-conjugating enzyme E2-230K	UBE2O	KIAA1734
chr17	74464828	74466049	Q16613-1	+	AA-NAT	AANAT	SNAT
chr17	74467717	74477606	Q6PJF5-1	-		RHBDF2	IRHOM2; RHBDL5; RHBDL6
chr17	74524662	74533624	Q8WWM9	-	HGb	CYGB	STAP
chr17	74536223	74538653	Q00LT1	+		PRCD	
chr17	74562188	74581890	Q9UJ37	-	ST6GalNAcII; SIAT7-B	ST6GALNAC2	SIAT7B; SIATL1; STHM
chr17	74621414	74639720	Q9NSC7	-	ST6GalNAcI; SIAT7-A	ST6GALNAC1	SIAT7A
chr17	74673672	74707028	P84157-1	-		MXRA7	TMAP1
chr17	74712803	74722557	Q6NYC1-1	-	Protein PTDSR	JMJD6	KIAA0585; PTDSR
chr17	74725792	74729765	Q86XA0-1	+		METTL23	C17orf95
chr17	74732245	74733242	Q01130-1	-	SC-35	SRSF2	SFRS2
chr17	74734434	74774431	O43934-1	+		MFSD11	ET
chr17	74865111	74944917	Q3V5L5-1	+	GNT-Vb; hGnTVb; GNT-IX	MGAT5B	KIAA2008
chr17	75139678	75212631	Q92503-1	+		SEC14L1	SEC14L
chr17	75277617	75494737	Q9UHD8-1	+	MLL septin-like fusion protein; Ov/Br septin	SEPT9	KIAA0991; MSF
chr17	76045143	76100923	Q9HCJ0-1	+		TNRC6C	KIAA1582
chr17	76109231	76122913	Q7Z403-1	-		TMC6	EVER1; EVIN1
chr17	76127669	76137190	Q8IU68-1	+		TMC8	EVER2; EVIN2
chr17	76142488	76162124	Q6UX52	+		C17orf99	
chr17	76164697	76168014	A8MWL6	+			
chr17	76164697	76168014	O43760-1	+		SYNGR2	
chr17	76170842	76183075	P04183	-		TK1	
chr17	76183451	76203015	Q63HM1-1	+	FKF	AFMID	
chr17	76210397	76219632	O15392-1	+		BIRC5	API4; IAP4
chr17	76228104	76235870	A6NFC5-1	+		TMEM235	
chr17	76354501	76355176	O14543	-	CIS-3; SSI-3	SOCS3	CIS3; SSI3
chr17	76374746	76415743	Q32NB8-1	+	PGP synthase 1	PGS1	
chr17	76419989	76571139	Q9UFH2-1	-		DNAH17	DNAHL1; DNEL2
chr17	76672175	76778305	Q15438-1	-		CYTH1	D17S811E; PSCD1
chr17	76794504	76832445	Q9P275-1	-		USP36	KIAA1453
chr17	76851751	76921170	P16035	-	TIMP-2	TIMP2	
chr17	76886722	76897910	Q96MC4	-		CEP295NL	KIAA1731NL
chr17	76967660	76973273	Q08380	-	MAC2BP; Mac-2 BP	LGALS3BP	M2BP
chr17	76989634	76993704	Q8WVQ1-1	-		CANT1	SHAPY
chr17	77040050	77044167	Q9BXJ1-1	+	GIP	C1QTNF1	CTRP1
chr17	77071026	77082428	Q8NFI3-1	+		ENGASE	
chr17	77090532	77111797	A6NFN3-1	-	NeuN antigen	RBFOX3	
chr17	77704901	77711842	Q6UWV6	+	Alk-SMase	ENPP7	
chr17	77752034	77758838	Q14781-1	+		CBX2	
chr17	77768436	77770797	Q9HC52	-	Pc3; hPc3	CBX8	PC3; RC1
chr17	77807760	77813050	O00257-1	-	Pc2; hPc2	CBX4	
chr17	77914660	77987346	Q8TBP0-1	-		TBC1D16	
chr17	78010461	78073571	Q4G0X9-1	+		CCDC40	KIAA1640
chr17	78078385	78093127	P10253	+		GAA	
chr17	78109291	78120760	P38919	-	NMP 265; hNMP 265	EIF4A3	DDX48; KIAA0111
chr17	78155237	78182141	Q9BXL6-1	+	Carma 2	CARD14	CARMA2
chr17	78184253	78194112	P51688	-		SGSH	HSS
chr17	78195359	78226512	Q86WA9	+		SLC26A11	
chr17	78237480	78367295	Q63HN8-3	+		RNF213	ALO17; C17orf27; KIAA1554; KIAA1618; MYSTR
chr17	78388994	78409940	Q8N8Q3-1	+		ENDOV	
chr17	78444615	78450246	Q15818	-	NP-I	NPTX1	
chr17	78519429	78938127	Q8N122-1	+		RPTOR	KIAA1303; RAPTOR
chr17	78965718	78972950	Q96FZ7	+	Vps20; hVps20	CHMP6	VPS20
chr17	79009054	79090102	Q9UQB8-1	+	FLAF3; IRS-58; IRSp53/58; IRSp53; Insulin receptor substrate p53	BAIAP2	
chr17	79092204	79139792	Q6ZMQ8-1	-	AATYK; p35BP	AATK	AATYK; KIAA0641; LMR1; LMTK1
chr17	79163571	79193856	Q9UPN4-1	-		CEP131	AZI1; KIAA1118
chr17	79202730	79212833	Q96N21-1	-		TEPSIN	C17orf56; ENTHD2
chr17	79213163	79214813	A1L188	+		NDUFAF8	C17orf89
chr17	79219358	79268721	Q9HBR0-1	-		SLC38A10	
chr17	79278372	79279467	Q8N8I6	-		LINC00482	C17orf55
chr17	79287453	79288262	Q8N8V8	-		TMEM105	
chr17	79373587	79430840	Q9P281	+	BAH domain-containing protein 2	BAHCC1	BAHD2; KIAA1447
chr17	79477718	79479380	P63261	-		ACTG1	ACTG
chr17	79495557	79504103	O14926-1	+		FSCN2	
chr17	79507847	79519356	Q0VG06-1	-		FAAP100	C17orf70
chr17	79526287	79603956	Q8TAT6-1	-		NPLOC4	KIAA1499; NPL4
chr17	79609438	79615321	Q9H1Z9	+		TSPAN10	OCSP
chr17	79618106	79620335	P18545	-		PDE6G	PDEG
chr17	79632233	79633607	Q5BKU9	-		OXLD1	C17orf90
chr17	79633796	79639731	Q6PK04	+		CCDC137	cPERP-B
chr17	79648740	79650855	Q0P5N6	-		ARL16	
chr17	79651096	79668645	O14964-1	+		HGS	HRS
chr17	79670531	79674267	P52815	+		MRPL12	MRPL7; RPML12
chr17	79679456	79687104	Q9UBX3-1	+		SLC25A10	DIC
chr17	79766894	79771562	P47871	+		GCGR	
chr17	79781125	79782382	C9JLW8	-		MCRIP1	FAM195B; GRAN2
chr17	79791607	79792829	Q86WC6	-		PPP1R27	DYSFIP1
chr17	79801890	79818347	P07237	-		P4HB	ERBA2L; PDI; PDIA1; PO4DB
chr17	79826754	79827806	P52565-1	-		ARHGDIA	GDIA1
chr17	79846009	79849435	Q86V81	-		ALYREF	ALY; BEF; THOC4
chr17	79852353	79857938	Q9NYG5-1	+		ANAPC11	
chr17	79860153	79860621	Q8NG41	+	hPPL7	NPB	PPL7; PPNPB
chr17	79862711	79869231	Q99447-1	-		PCYT2	
chr17	79870294	79876007	Q9NRC8-1	-		SIRT7	SIR2L7
chr17	79880483	79881061	O15525	-		MAFG	
chr17	79891092	79894690	P32322-1	-		PYCR1	
chr17	79898696	79899617	A6NDP7	-		MYADML2	
chr17	79910839	79918785	Q6P988	-		NOTUM	
chr17	79935522	79975195	Q9BZE9-1	+		ASPSCR1	ASPL; RCC17; TUG; UBXD9; UBXN9
chr17	79977083	79980737	A8MT69-1	-		CENPX	FAAP10; MHF2; STRA13
chr17	79981519	79988678	Q96CN5	+		LRRC45	
chr17	79989637	79991702	P60763	+		RAC3	
chr17	79993838	79995558	Q7Z4W1	-	kiDCR	DCXR	SDR20C1
chr17	80006604	80009642	Q9Y644	-		RFNG	
chr17	80009807	80015000	Q13098-4	+	GPS-1	GPS1	COPS1; CSN1
chr17	80015993	80022935	Q6P1R4	-		DUS1L	
chr17	80037021	80054321	P49327	-		FASN	FAS
chr17	80059560	80159820	Q2TAC2-1	-		CCDC57	
chr17	80193884	80196849	O15427	+		SLC16A3	MCT4
chr17	80202659	80231257	P48730-1	-		CSNK1D	HCKID
chr17	80273199	80275371	P09564	-		CD7	
chr17	80280039	80285116	Q8WVN6	-		SECTM1	K12
chr17	80320026	80320518	Q8NA77	+		TEX19	
chr17	80332200	80333367	Q9UKP6	+	UR-II-R	UTS2R	GPR14
chr17	80350276	80376361	Q6PK18-1	-		OGFOD3	C17orf101
chr17	80377675	80400257	Q8WVB3-1	+		HEXDC	
chr17	80401882	80407130	Q9BQA9-1	-		C17orf62	
chr17	80416679	80446030	Q9UHQ1-1	+	IOP2	NARF	
chr17	80477764	80559372	Q01167-1	+		FOXK2	ILF; ILF1
chr17	80573797	80606216	Q5MNZ6	-	WDR45-like protein	WDR45B	WDR45L; WIPI3
chr17	80615741	80656472	Q12829	-	Protein Rar	RAB40B	SEC4L
chr17	80674631	80685044	Q9HA64	+	FN3K-RP; FN3K-related protein	FN3KRP	
chr17	80693512	80708628	Q9H479	+		FN3K	
chr17	80710069	80900336	Q9BTW9-1	+	tfcD	TBCD	KIAA0988; SSD1; TFCD
chr17	80788020	80790330	Q32MQ0	-		ZNF750	
chr17	80904781	81009672	Q67FW5	-	BGnT-8; Beta-1,3-Gn-T8; Beta3Gn-T8	B3GNTL1	B3GNT8
chr17	81037691	81052317	Q641Q3-1	+		METRNL	
chr18	158698	211281	P54578-1	+		USP14	TGT
chr18	214628	268019	Q96FV9-1	-	p84N5	THOC1	HPR1
chr18	320047	500514	Q5KU26	-	CL-P1; hCL-P1	COLEC12	CLP1; NSR2; SCARA4; SRCL
chr18	580408	580924	Q12798	+		CETN1	CEN1; CETN
chr18	618000	649898	Q15846	+		CLUL1	
chr18	657742	672994	P04818-1	+		TYMS	TS
chr18	657878	658247	Q8TAI1	-		TYMSOS	C18orf56
chr18	674307	712587	Q7L5Y1-1	-	rTS	ENOSF1	RTS; TYMSAS
chr18	724426	756827	P07947	-		YES1	YES
chr18	905387	909633	P18509	+		ADCYAP1	
chr18	2539001	2567215	Q8N3J2	-		METTL4	
chr18	2572984	2616570	O14777	+	HsHec1	NDC80	HEC; HEC1; KNTC2
chr18	2656074	2802547	A6NHR9-1	+		SMCHD1	KIAA0650
chr18	2847186	2913399	Q9BXX0	+	Elastin microfibril interfacer 2	EMILIN2	
chr18	2920293	2960838	Q92539	-		LPIN2	KIAA0249
chr18	3067262	3215221	P52179-1	-		MYOM1	
chr18	3253245	3255913	P19105	+	HEL-S-24	MYL12A	MLCB; MRLC3; RLC
chr18	3272896	3277932	O14950	+	MLC-2; MLC20	MYL12B	MRLC2; MYLC2B
chr18	3451977	3457935	Q15583-1	+		TGIF1	TGIF
chr18	3499185	3880068	O14490-1	-	hGKAP; SAPAP1	DLGAP1	DAP1; GKAP
chr18	5145563	5197052	P0CW23	-		AKAIN1	C18orf42
chr18	5290859	5293245	O43829	-	Zfp-161; ZF5; Zfp-5; hZF5	ZBTB14	ZFP161; ZNF478
chr18	5394684	5489182	Q9Y2J2-1	-	DAL-1	EPB41L3	DAL1; KIAA0987
chr18	5890199	5892062	A6NKL6	-		TMEM200C	TTMA
chr18	5956221	6311624	Q8NA19-1	-		L3MBTL4	
chr18	6511500	6590540	J3KSC0	+		LINC01387	C18orf64
chr18	6824761	6896623	Q9P2N2-1	+		ARHGAP28	KIAA1314
chr18	6942080	7117719	P25391	-	S-LAM alpha	LAMA1	LAMA
chr18	7231136	7232039	A6NM36	+		LRRC30	
chr18	7567816	8406157	P28827-1	+		PTPRM	PTPRL1
chr18	8609725	8638257	Q6IQ22	+		RAB12	
chr18	8717951	8828941	Q9Y4B5-1	+		MTCL1	CCDC165; KIAA0802; SOGA2
chr18	9102741	9134274	P19404	+		NDUFV2	
chr18	9182430	9281121	Q6UB98-1	+		ANKRD12	ANCO2; KIAA0874
chr18	9337227	9399522	Q9GZX9-1	+		TWSG1	TSG
chr18	9513043	9535932	Q15311	+	DNP-SG ATPase	RALBP1	RLIP1; RLIP76
chr18	9547789	9614482	Q8TF05-1	-		PPP4R1	MEG1; PP4R1
chr18	9708405	9859319	Q13636	+		RAB31	RAB22B
chr18	9886171	9888135	Q86VQ3-1	+	Sptrx-1	TXNDC2	SPTRX; SPTRX1
chr18	9914253	9954205	Q9P0L0-1	+	VAP-33	VAPA	VAP33
chr18	10454978	10488032	Q8J025	+		APCDD1	DRAPC1
chr18	10526099	10550214	Q99747-1	+		NAPG	SNAPG
chr18	10671526	11148587	Q9H5I5-1	-		PIEZO2	C18orf30; C18orf58; FAM38B
chr18	11752432	11881131	P38405-1	+		GNAL	
chr18	11851510	11852107	Q7LBR1	+	CHMP1b; Vps46-2; hVps46-2	CHMP1B	C18orf2
chr18	11884446	11897263	Q53F39-1	-		MPPE1	PGAP5
chr18	11981668	12030454	O14732-1	+		IMPA2	IMP.18P
chr18	12094016	12127935	A6NC57-1	+		ANKRD62	
chr18	12254382	12277266	O60543	+		CIDEA	
chr18	12308291	12326126	Q9BUF5	+		TUBB6	
chr18	12329566	12377081	Q9Y4W6	-		AFG3L2	
chr18	12407974	12429399	Q96N28-1	+		PRELID3A	C18orf43; SLMO1
chr18	12449639	12657865	Q08AE8-1	-		SPIRE1	KIAA1135; SPIR1
chr18	12673366	12702547	Q8TAP6-1	-		CEP76	C18orf9
chr18	12703106	12725527	Q969U7-1	+		PSMG2	HCCA3; PAC2; TNFSF5IP1
chr18	12794279	12884140	P17706-1	-	TCPTP	PTPN2	PTPT
chr18	12948120	12985248	Q96EE3-2	+		SEH1L	SEC13L; SEH1
chr18	13040828	13124766	Q8TEP8-1	+		CEP192	KIAA1569
chr18	13387721	13645653	O15165-1	+		LDLRAD4	C18orf1
chr18	13666481	13682076	Q96ND0	-		FAM210A	C18orf19
chr18	13731516	13759975	O43148-1	+	hCMT1; hMet; hcm1p	RNMT	KIAA0398
chr18	13825764	13826739	P33032	+		MC5R	
chr18	13884626	13885517	Q01718	-	MC2-R	MC2R	ACTHR
chr18	14104918	14132276	Q8TB69	-		ZNF519	
chr18	14179393	14184104	A0PJZ0	+		ANKRD20A5P	ANKRD20A5
chr18	14511899	14543145	B2RU33	-	POTE-18	POTEC	A26B2; POTE18
chr18	14511917	14543145	A0JP26	-		POTEB3	
chr18	14511917	14543145	Q6S5H4-1	-	POTE-15	POTEB	A26B1; POTE15
chr18	14748418	14852476	Q9BXX2-1	+		ANKRD30B	
chr18	18531347	18690871	Q13464	-	ROCK-I; p160ROCK	ROCK1	
chr18	18963479	19102779	Q9C091-1	+		GREB1L	C18orf6; KIAA1772
